Title,Price,Beds,SQFT,Date Listed,Link
Here The Living Is Easy Anytime and The Deals Are Awesome!!!,$1055,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-here-the-living-is-easy/7142880768.html
*Woodland Ridge Apartments* You Will Be Proud To Call It Home!!!,$1055,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-woodland-ridge-apartments-you/7142880678.html
"Online Payments Available, Playground, Washer/Dryer Hookup",$839,1br,710ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/duluth-online-payments-available/7142836622.html
@@ Wonderful And Charming 3 Bedroom 2 Bath Family Home !!,$680,3br,1300ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/smyrna-wonderful-and-charming-3-bedroom/7142834350.html
Woodland Ridge Apartments Is Not An Ordinary Apartment Living Experien,$1055,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-woodland-ridge-apartments-is/7142880483.html
Professional Website Design,$1000,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/professional-website-design/7133804003.html
"Convenient shopping, schools, local museums, and parks are all steps a",$1055,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-convenient-shopping-schools/7142880377.html
"1 Recamara Renovados (agua, basura incluido) Ahore hasta $500.",$1014,1br,800ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-recamara-renovados-agua/7141222617.html
"Fireplace, Courtyard, Heat",$1340,2br,1112ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-fireplace-courtyard-heat/7141154980.html
Everyone’s APPROVED Get You Cpn Credit Boost - Call Today!,$55,4br,1400ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-everyones-approved-get-you-cpn/7142833428.html
"Ceiling Fan in Living and Bedroom Areas, Nine-Foot Ceilings, Bark Park",$2099,3br,1559ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-ceiling-fan-in-living-and/7134451650.html
"Crown Moldings, Disability Access, Disposal",$1150,1br,650ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-crown-moldings-disability/7135162409.html
"Pool, Individual Climate Control, Range",$1225,2br,1094ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/smyrna-pool-individual-climate-control/7141214251.html
Local Long Distance Mover Junk Removal Same Day  Service,$1,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-local-long-distance-mover-junk/7132817885.html
"Wood like flooring, Dishwasher, Cable ready",$999,2br,1120ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-wood-like-flooring-dishwasher/7140362803.html
2 Bed 1 Bath Available - 6 and 12 mo lease available,$1650,2br,1200ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-2-bed-1-bath-available-6-and-12/7142876969.html
"New Fitness center, Playground, Two Acre Lake",$889,1br,710ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/duluth-new-fitness-center-playground/7136233791.html
Powder Springs featuring spacious light,$875,3br,226800ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/powder-springs-powder-springs-featuring/7141608382.html
Summer Specials!! Call today for pricing and availability!,$1283,1br,760ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-summer-specials-call-today-for/7131771488.html
"Computer Lab, Fully Furnished, LARGE CLOSETS + ADDITIONAL STORAGE",$729,4br,1460ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-computer-lab-fully-furnished/7133872340.html
"carpet & upholstery cleaning  sofa cleaning, chair cleaning and more",$1,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-carpet-upholstery-cleaning-sofa/7135618967.html
"Pet Friendly Community, New Renovations, Perfectly Located in Midtown",$1294,1br,850ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-pet-friendly-community-new/7131393833.html
"Heat, Elevator, Night Patrol",$1583,2br,1252ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-heat-elevator-night-patrol/7130735852.html
98% Leased Ardmore Community! Move in this Week!,$1299,1br,770ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-98-leased-ardmore-community/7142875078.html
horrible credit? past evictions? need Second Chance apts?,$725,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/pine-lake-horrible-credit-past/7142818108.html
Kirkwood/Decatur/Emory House/ Hardwood Flrs/ Fenced/ W/D,$1595,2br,1118ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-kirkwood-decatur-emory-house/7142855101.html
"Car Care Center, GOChat Business Center, Outdoor Grills",$1359,2br,1174ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-car-care-center-gochat-business/7134133709.html
"Game Room, On-Site Maintenance, Vaulted Ceiling",$1413,2br,1343ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-game-room-on-site-maintenance/7137987200.html
"High Speed Internet Access, Dishwasher, Washer/Dryer Connections",$1020,2br,1368ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/red-oak-high-speed-internet-access/7139278893.html
Schedule Your Self Guided Tour at Park at Abernathy today!!,$1330,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-schedule-your-self-guided-tour/7142871401.html
✨✨URBAN LOFT ON THE BELTLINE! ✨✨,$1369,1br,650ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-urban-loft-on-the-beltline/7136551569.html
W/D Connect One Bedroom available in AUG here at Chelsea Court!,$785,1br,700ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/clarkston-d-connect-one-bedroom/7142870084.html
"Vinyl Flooring, Dishwasher, On-Site Laundry Center",$892,2br,1094ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/marietta-vinyl-flooring-dishwasher-on/7136836675.html
"Washer/dryers, Package acceptance, State-of-the-art fitness center",$1360,3br,1355ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/austell-washer-dryers-package/7136946546.html
Roommate for Beautiful South Buckhead Palace,$1400,3br,3000ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/roommate-for-beautiful-south-buckhead/7142830362.html
Need To Move Asap ?! Credit An Issue ?,$350,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-need-to-move-asap-credit-an/7131255817.html
Need To Move Asap ?! Credit An Issue ?,$350,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-need-to-move-asap-credit-an/7131247664.html
"Night patrol, Dishwasher, Short term lease available",$1275,2br,1175ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-night-patrol-dishwasher-short/7136843194.html
Condo Offer 480 John Wesley Dobbs Ave Rent To Own.,$800,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-condo-offer-480-john-wesley/7141125135.html
Best Offer 634 Burke Rd NE For Rent To Own.,$920,3br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-best-offer-634-burke-rd-ne-for/7141124550.html
"View, New Fitness center, Playground",$1049,2br,1034ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/duluth-view-new-fitness-center/7142836591.html
"Clubhouse, Window Coverings, 24-Hour Availability",$920,1br,810ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/duluth-clubhouse-window-coverings-24/7142836593.html
"Award Winning Management Team, Bark Park, Washer/Dryer in Select Homes",$1298,1br,650ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-award-winning-management-team/7141618360.html
Awesome Deal..BAD CREDIT NO PROBLEM GET APPROVED NOW,$75,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-awesome-dealbad-credit-no/7132852392.html
"Wheelchair Accessible, Pool, Window Coverings",$1465,2br,1208ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-wheelchair-accessible-pool/7141200583.html
We've Found Your Next Home and It's Amazing at Woodland Ridge Apartmen,$1055,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-weve-found-your-next-home-and/7142862394.html
Good News Room Seekers - Come and see the room currently I'm renting!,$357,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-good-news-room-seekers-come-and/7142814817.html
>>> Eviction Evictions No Problem Get Approved <<<<<,$75,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-eviction-evictions-no-problem/7132851416.html
"Resident Event Lounge, 2 Swimming Pools, Pet Park",$1521,3br,1518ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/duluth-resident-event-lounge-2-swimming/7140393641.html
"Leasing Now, Storage Units Available, Fitness Center",$1565,3br,1252ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/union-city-leasing-now-storage-units/7142850660.html
BEAUTIFUL PIEDMONT PARK APTS. AVAILABLE NOW,$1710,1br,664ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/smyrna-beautiful-piedmont-park-apts/7142841599.html
Deal Of The Day - Visit The Village at Wesley Chapel - Take a Tour,$1025,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/decatur-deal-of-the-day-visit-the/7142859669.html
"343 8th St NE UNIT T3,SUPER 1BD 1BA FOR RENT TO OWN.",$540,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-343-8th-st-ne-unit-t3super-1bd/7139961602.html
Newly renovated 1 Bedroom Apartment in West Midtown,$1299,1br,750ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-newly-renovated-1-bedroom/7142816879.html
"Pool, Business Center, Gated Community",$1275,2br,1152ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-pool-business-center-gated/7140055029.html
"BRAND NEW FLOORING!@Throughout, New Designer>!",$1900,3br,1150ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/douglasville-brand-new/7142791718.html
"Soccer Field, Hardwood Floor, Outdoor Kitchen And Grilling Station",$920,1br,810ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/duluth-soccer-field-hardwood-floor/7142836615.html
The Best Deal (Get) Approved In 24 hrs,$75,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-the-best-deal-get-approved-in/7129014298.html
"Disability Access, Washer/Dryer, Night Patrol",$1500,2br,1100ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-disability-access-washer-dryer/7141262366.html
"Wheelchair Accessible, Range, Private Balcony",$1260,2br,1175ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-wheelchair-accessible-range/7136559208.html
"Laundry Facility, Picnic Area, Courtyards",$1199,3br,1608ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/red-oak-laundry-facility-picnic-area/7142853397.html
Bella Apartments - Special Prices,$995,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-bella-apartments-special-prices/7142853271.html
"STOP Looking, START Living.. Here At Las Palmas!!!",$1192,2br,1195ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-stop-looking-start-living-here/7135888050.html
"Fun in the Sun Playground, Internet Cafe, Private Dining Area",$1015,1br,818ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/rex-fun-in-the-sun-playground-internet/7141573301.html
"Perfect Location, Pet Friendly",$918,1br,548ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-perfect-location-pet-friendly/7142843582.html
it’s amazing! ANYTIME APPROVAL (C)(P)(N) AVAILABLE NOW,$75,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-its-amazing-anytime-approval/7128382489.html
Convenient and spacious furnished one bedroom condo,$750,1br,720ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-convenient-and-spacious/7142791819.html
"Balcony, Microwave, Night Patrol",$1225,1br,812ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-balcony-microwave-night-patrol/7138583902.html
"Heat, Views, Ceiling fans",$1135,1br,635ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-heat-views-ceiling-fans/7141217098.html
THE POINTE AT NORCROSS !!! WELCOME HOME,$1095,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-the-pointe-at-norcross-welcome/7142850185.html
"A+ East Cobb School District, Walk-in Closet, Sundeck",$990,1br,800ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/marietta-east-cobb-school-district-walk/7131760170.html
"carpet & upholstery cleaning  sofa cleaning, chair cleaning and more",$1,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-carpet-upholstery-cleaning-sofa/7135637021.html
"24-hour fitness studio, Wi-fi at pool & clubhouse, Upgraded hardware",$970,1br,689ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/douglasville-24-hour-fitness-studio-wi/7137898465.html
"Extra Storage, Tile Backsplash, Separate Dining Area",$1278,2br,1050ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/riverdale-extra-storage-tile-backsplash/7142849273.html
Emory Preferred Grad Housing – NOW Leasing for Fall 2020!,$1558,1br,682ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-emory-preferred-grad-housing/7142842855.html
EXECUTIVE 3 BED 2 BATH CONDO,$1995,3br,1750ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-executive-3-bed-2-bath-condo/7142848902.html
THE POINTE AT NORCROSS !!! WELCOME HOME,$935,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-the-pointe-at-norcross-welcome/7142848759.html
"BBQ/Picnic Area, Dishwasher, Tile Backsplash",$1225,2br,1083ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/smyrna-bbq-picnic-area-dishwasher-tile/7138295077.html
"Cable Ready, Se Habla Espanol, Granite Countertops",$1225,2br,1083ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/smyrna-cable-ready-se-habla-espanol/7142848477.html
emergency carpet & upholstery cleaning,$1,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-emergency-carpet-upholstery/7128378715.html
"1 Bed - 1 Bath, In-Home Washer & Dryer, Crown Moulding",$1225,1br,755ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bed-1-bath-in-home-washer/7139186492.html
THE POINTE AT NORCROSS !!! WELCOME HOME,$920,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-the-pointe-at-norcross-welcome/7142847503.html
THE POINTE AT NORCROSS !!! WELCOME HOME,$950,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-the-pointe-at-norcross-welcome/7142846174.html
THE POINTE AT NORCROSS !!! WELCOME HOME,$875,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-the-pointe-at-norcross-welcome/7142845101.html
"Modern interior paint finishes, Package receiving, Designer lighting",$1015,2br,885ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/douglasville-modern-interior-paint/7142829820.html
This is a crucial time.contact us if you are having trouble getting ap,$350,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-this-is-crucial-timecontact-us/7133925815.html
we can get you moved in 3-5 days-even with credit challenges,$350,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-we-can-get-you-moved-in-3-5/7130660141.html
THE POINTE AT NORCROSS !!! WELCOME HOME,$875,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-the-pointe-at-norcross-welcome/7142843942.html
"Air Conditioning, Private Patio or Balcony, Garbage Disposal",$920,2br,1102ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/red-oak-air-conditioning-private-patio/7136229574.html
"TV Lounge, Ceiling Fan, Washer/Dryer Hookup",$1099,2br,1200ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/duluth-tv-lounge-ceiling-fan-washer/7140393704.html
COME LIVE WITH US  !!  !,$1081,2br,1195ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-come-live-with-us/7135386002.html
TOUCH OF MANHATTAN IN MIDTOWN 🏙❤️🚴🏽‍♂️,$1369,1br,650ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-touch-of-manhattan-in-midtown/7140361158.html
Lush new High Rise 2 Months Free,$2890,2br,1143ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-lush-new-high-rise-2-months-free/7142823796.html
"Pet Friendly, Valet Trash, Sky Lounge with Breathtaking Views",$1303,1br,767ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-pet-friendly-valet-trash-sky/7129143393.html
THE POINTE AT NORCROSS !!! WELCOME HOME,$935,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-the-pointe-at-norcross-welcome/7142841279.html
"Sundeck, Pet friendly, Air conditioner",$1025,1br,900ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-sundeck-pet-friendly-air/7134469972.html
Beltline✔ Parking Garage✔ Laundry Service✔ Kroger✔,$1369,1br,650ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-beltline-parking-garage-laundry/7142834103.html
"Incredible Lake Views, Eat-in Kitchen, Swimming Pool",$1326,2br,1250ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-incredible-lake-views-eat-in/7142811775.html
Keep Getting Denied?,$150,2br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-keep-getting-denied/7142762168.html
֍ STOP    LOOK   APPLY !! !,$1081,2br,1143ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-stop-look-apply/7135388985.html
@ Las Palmas Apartments!!,$1136,2br,1196ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-las-palmas-apartments/7135365447.html
1X1 APARTMENT FLAT AVAILABLE JULY 15TH!!!,$825,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/clarkston-1x1-apartment-flat-available/7136513032.html
great loction beside emory and the cdc 2 bed,$1531,2br,1355ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-great-loction-beside-emory-and/7141622573.html
"Heat, Laundry Facility, Pool",$1225,2br,1094ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/smyrna-heat-laundry-facility-pool/7142837492.html
The Best Deal in Roswell! Everything Included!!!,$700,1br,300ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/roswell-the-best-deal-in-roswell/7142817466.html
~~!Conveniently located with many nice features! !!!,$680,3br,1300ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/smyrna-conveniently-located-with-many/7139286655.html
~~!Conveniently located with many nice features! !!!,$680,3br,1300ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/smyrna-conveniently-located-with-many/7139286650.html
~~!Conveniently located with many nice features! !!!,$680,3br,1300ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/smyrna-conveniently-located-with-many/7139286660.html
Furnished Grant Park 3 bed/2.5 bath home avail SEPT 1 onward,$3500,3br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-furnished-grant-park-3-bed-25/7142835844.html
Furnished Grant Park 3 bed/2.5 bath home avail SEPT 1 onward,$3500,3br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-furnished-grant-park-3-bed-25/7142835844.html
"Award Winning Management Team, Pet Friendly, Quartz Countertops",$1311,2br,1000ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-award-winning-management-team/7139144305.html
"View, Disability Access, Individual Climate Control",$1952,2br,1291ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-view-disability-access/7142834855.html
"Disposal, Disability Access, Washer/Dryer Hookup",$2128,2br,1431ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-disposal-disability-access/7142834833.html
